Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 24,Area Sample 24,#Peptides,#Unique,#Spec Sample 24,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,489.46,39,39,9.0419E6,274,274,2047,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,13,P27917|APOC3_PIG,457.19,79,79,4.3793E6,143,143,1793,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
3,2,P01965|HBA_PIG,438.30,96,96,3.1237E6,186,186,1254,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
5,6,tr|F1RX37|F1RX37_PIG,401.58,17,17,3.2128E6,76,76,630,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
10,9,P02067|HBB_PIG,333.27,68,68,2.8085E5,54,54,129,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
4,7,P51524|PF11_PIG,324.32,62,62,5.3381E6,108,73,1021,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
7,5,P18648|APOA1_PIG,317.27,63,63,4.2792E5,58,58,224,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
6,12,P80054|PR39_PIG,282.48,45,45,4.3972E5,61,26,388,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
8,30,P49932|PMP37_PIG,254.80,37,37,6.4293E2,36,1,175,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
11,24,P29700|FETUA_PIG,220.79,15,15,3.1938E4,11,11,57,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
15,77,Q95274|TYB4_PIG,213.99,93,93,8.8529E4,14,14,36,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
12,26,P0DSO0|SAA2_PIG,210.79,35,35,4.2855E4,21,21,43,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
18,10,Q19AZ8|THRB_PIG,195.84,14,14,3.5325E4,19,19,33,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
19,3,Q6QAQ1|ACTB_PIG,192.62,20,20,1.9213E4,18,18,32,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
9,27,P01025|CO3_PIG,192.60,6,6,1.7743E5,24,24,130,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
22,33,P08835|ALBU_PIG,190.84,8,8,1.5283E4,11,11,17,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
13,48,Q8SPS7|HPT_PIG,187.23,5,5,1.1828E5,7,7,42,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
17,700,P80272|HMGN2_PIG,170.54,57,57,3.5626E4,7,7,34,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
