Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 75,Area Sample 75,#Peptides,#Unique,#Spec Sample 75,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,332.41,43,43,1.0727E7,308,308,1661,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,13,P27917|APOC3_PIG,281.14,78,78,2.4396E6,99,99,1057,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
6,2,P01965|HBA_PIG,275.90,97,97,6.7492E5,142,142,457,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
4,6,tr|F1RX37|F1RX37_PIG,251.12,26,26,2.7059E6,81,81,523,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,7,P51524|PF11_PIG,243.41,60,60,3.5342E6,98,45,913,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
8,5,P18648|APOA1_PIG,232.10,63,63,5.6075E5,51,51,262,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
5,12,P80054|PR39_PIG,224.24,52,52,1.9041E5,64,11,467,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
10,9,P02067|HBB_PIG,220.32,52,52,2.7484E5,42,42,135,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
7,23,P49930|PMP23_PIG,218.64,38,38,6.7375E2,55,2,366,,17486,Antibacterial peptide PMAP-23 OS=Sus scrofa OX=9823 GN=PMAP23 PE=2 SV=1
11,3,Q6QAQ1|ACTB_PIG,184.60,34,34,9.143E4,42,42,87,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
9,133,Q95JC9|PRP_PIG,175.62,11,11,3.64E5,29,27,182,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
15,10,Q19AZ8|THRB_PIG,167.10,20,20,6.237E4,23,23,49,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
18,31,P18650|APOE_PIG,164.81,32,32,6.362E4,24,24,44,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
16,27,P01025|CO3_PIG,162.16,6,6,2.9658E4,20,20,46,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
14,26,P0DSO0|SAA2_PIG,157.44,63,63,5.0762E4,21,21,53,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
12,15,P19619|ANXA1_PIG,150.06,11,11,1.0184E5,11,11,85,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
19,286,P48819|VTNC_PIG,145.26,14,14,2.9275E4,14,14,30,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
22,1861,O46409|APOA4_PIG,136.46,18,18,7.8407E3,13,13,16,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
17,33,P08835|ALBU_PIG,132.57,15,15,1.1704E5,16,16,47,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
20,77,Q95274|TYB4_PIG,121.47,80,80,1.0084E4,10,10,21,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
13,24,P29700|FETUA_PIG,113.32,19,19,8.4517E4,9,9,84,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
24,59,P06867|PLMN_PIG,110.24,3,3,1.2801E4,7,7,14,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
30,29,Q767L7|TBB5_PIG,105.52,8,8,3.4503E3,6,6,9,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
27,4,P02543|VIME_PIG,102.15,18,18,6.5652E3,9,9,11,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
29,82,Q29549|CLUS_PIG,101.28,18,18,4.7707E3,7,7,10,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
32,1705,Q8MJ49|OSTF1_PIG,99.42,7,7,7.7469E3,3,3,7,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
28,593,O02668|ITIH2_PIG,98.37,9,9,6.4845E3,7,7,10,,104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
21,63,P79263|ITIH4_PIG,88.66,4,4,3.4403E4,4,4,19,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
23,34,A5D9M6|BAG6_PIG,77.02,1,1,3.2732E3,4,2,14,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
23,97,P08001|ACRO_PIG,77.02,2,2,3.2732E3,4,2,14,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
23,70,O62651|WT1_PIG,77.02,2,2,3.2732E3,4,2,14,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
34,136,P53714|ITB2_PIG,73.23,4,4,4.5888E3,4,4,6,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
35,37,Q5S1U1|HSPB1_PIG,71.65,20,20,2.5174E3,3,3,4,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
37,185,P02550|TBA1A_PIG,66.25,4,4,6.7573E2,2,2,3,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
37,177,Q2XVP4|TBA1B_PIG,66.25,4,4,6.7573E2,2,2,3,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
33,14,P00355|G3P_PIG,64.47,10,10,1.0709E3,3,3,6,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
25,36,Q9GKL7|ANDR_PIG,64.34,1,1,1.5806E3,3,1,13,,97137,Androgen receptor OS=Sus scrofa OX=9823 GN=AR PE=2 SV=3
38,56,P10668|COF1_PIG,64.19,10,10,0,2,2,3,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
39,84,P62936|PPIA_PIG,62.35,9,9,6.7198E3,2,2,3,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
47,190,P50390|TTHY_PIG,54.66,9,9,1.0242E3,2,2,2,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
48,715,P02725|GLPA_PIG,49.05,18,18,1.2659E3,1,1,2,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
46,280,P67985|RL22_PIG,48.51,11,11,8.7734E2,1,1,2,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
44,25,O02705|HS90A_PIG,46.06,3,3,8.6291E2,1,1,2,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
41,209,Q767K9|PP1RA_PIG,45.36,1,1,0,2,1,2,,97597,Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Sus scrofa OX=9823 GN=PPP1R10 PE=3 SV=1
43,766,Q9GLP2|PROC_PIG,41.91,3,3,1.6437E3,1,1,2,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
42,108,P80310|S10AC_PIG,41.67,15,15,3.1494E3,1,1,2,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
31,47,O97507|FA12_PIG,40.17,2,2,3.1843E4,1,1,8,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
64,667,P00791|PEPA_PIG,36.24,4,4,0,1,1,1,,41262,Pepsin A OS=Sus scrofa OX=9823 GN=PGA PE=1 SV=3
65,76,Q29308|RS19_PIG,35.93,10,10,4.7148E2,1,1,1,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
40,93,Q5U9S1|MBL1_PIG,34.05,5,5,1.0845E3,1,1,3,Oxidation (M),26489,Mannose-binding protein A OS=Sus scrofa OX=9823 GN=MBL1 PE=1 SV=1
55,436,Q9TTK7|OLR1_PIG,34.02,5,5,3.4553E2,1,1,1,Oxidation (M),31143,Oxidized low-density lipoprotein receptor 1 OS=Sus scrofa OX=9823 GN=OLR1 PE=2 SV=1
49,731,A0PFK5|CAZA1_PIG,33.79,5,5,8.4195E2,1,1,2,,33017,F-actin-capping protein subunit alpha-1 OS=Sus scrofa OX=9823 GN=CAPZA1 PE=1 SV=1
49,90,Q29221|CAZA2_PIG,33.79,5,5,8.4195E2,1,1,2,,32981,F-actin-capping protein subunit alpha-2 OS=Sus scrofa OX=9823 GN=CAPZA2 PE=2 SV=3
58,48,Q8SPS7|HPT_PIG,33.75,4,4,2.1497E2,1,1,1,,38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
63,2902,P80031|GSTP1_PIG,33.47,5,5,4.3814E2,1,1,1,,23497,Glutathione S-transferase P OS=Sus scrofa OX=9823 GN=GSTP1 PE=1 SV=2
62,802,P29269|MYL9_PIG,32.79,6,6,1.0807E3,1,1,1,,19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
57,73,A0P8Z5|UIMC1_PIG,32.64,2,2,1.7386E3,1,1,1,,79863,BRCA1-A complex subunit RAP80 OS=Sus scrofa OX=9823 GN=UIMC1 PE=1 SV=1
61,1046,Q29529|CBR2_PIG,32.60,5,5,1.4192E2,1,1,1,,25986,Carbonyl reductase [NADPH] 2 OS=Sus scrofa OX=9823 GN=CBR2 PE=1 SV=1
45,302,P80015|CAP7_PIG,32.04,5,5,4.1557E2,1,1,2,,27039,Azurocidin OS=Sus scrofa OX=9823 GN=AZU1 PE=1 SV=2
60,171,Q9TUQ3|CO7_PIG,31.58,1,1,1.336E3,1,1,1,,93062,Complement component C7 OS=Sus scrofa OX=9823 GN=C7 PE=1 SV=1
50,42,C0HL13|LRP2_PIG,31.20,1,1,1.4484E3,1,1,1,,521313,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
51,314,F1RRV3|THYG_PIG,30.20,0,0,9.4056E2,1,1,1,,293030,Thyroglobulin OS=Sus scrofa OX=9823 GN=TG PE=1 SV=5
53,112,O02773|MA1A1_PIG,30.01,3,3,0,1,1,1,Oxidation (M),73197,Mannosyl-oligosaccharide 1 2-alpha-mannosidase IA OS=Sus scrofa OX=9823 GN=MAN1A1 PE=1 SV=1
