Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 20,Area Sample 20,#Peptides,#Unique,#Spec Sample 20,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,536.76,46,46,1.2454E7,483,483,3046,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
4,13,P27917|APOC3_PIG,475.03,79,79,7.8166E6,165,165,1443,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,2,P01965|HBA_PIG,457.97,97,97,1.221E7,221,221,1874,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
8,9,P02067|HBB_PIG,429.96,80,80,1.6267E6,131,131,459,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
5,5,P18648|APOA1_PIG,429.07,81,81,2.9645E6,205,205,999,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
3,7,P51524|PF11_PIG,386.65,59,59,1.284E7,141,101,1647,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
7,6,tr|F1RX37|F1RX37_PIG,366.00,10,10,3.9253E6,58,58,513,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
6,12,P80054|PR39_PIG,326.38,42,42,7.3772E5,71,30,710,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
9,77,Q95274|TYB4_PIG,319.40,95,95,3.6015E6,56,55,355,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
11,700,P80272|HMGN2_PIG,315.15,81,81,4.0894E5,40,40,243,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
12,3,Q6QAQ1|ACTB_PIG,294.48,42,42,3.9452E4,70,22,140,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
21,15,P19619|ANXA1_PIG,291.63,5,5,1.6677E5,28,28,76,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
14,11,P68137|ACTS_PIG,276.91,27,27,2.6794E2,49,1,103,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
10,27,P01025|CO3_PIG,262.13,6,6,7.9052E5,38,38,266,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
17,24,P29700|FETUA_PIG,261.43,23,23,1.7425E5,27,27,82,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
13,33,P08835|ALBU_PIG,257.36,29,29,2.2957E5,37,37,104,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
15,14,P00355|G3P_PIG,243.91,50,50,2.4473E5,35,35,93,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
16,61,P06348|H1T_PIG,240.28,24,24,1.6591E5,32,32,88,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
18,10,Q19AZ8|THRB_PIG,228.99,12,12,1.3149E5,27,27,81,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
24,489,P17741|HMGB2_PIG,206.69,52,52,8.4517E4,31,25,59,Oxidation (M),24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
25,4,P02543|VIME_PIG,202.97,15,15,8.8585E4,24,24,54,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
20,63,P79263|ITIH4_PIG,189.27,8,8,1.1703E5,19,19,76,Oxidation (M),102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
35,56,P10668|COF1_PIG,186.77,37,37,9.6452E3,13,13,16,Oxidation (M),18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
27,26,P0DSO0|SAA2_PIG,183.65,51,51,2.7682E4,13,13,25,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
