Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 32,Area Sample 32,#Peptides,#Unique,#Spec Sample 32,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,220.21,7,7,3.7404E4,10,10,23,,101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
10,318428,P00355|G3P_PIG,197.81,5,5,2.354E3,4,4,4,,35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
9,318453,P34930|HS71A_PIG,181.55,3,3,1.4681E3,3,3,4,Oxidation (M),70083,Heat shock 70 kDa protein 1A OS=Sus scrofa OX=9823 GN=HSPA1A PE=3 SV=1
9,318459,Q6S4N2|HS71B_PIG,181.55,3,3,1.4681E3,3,3,4,Oxidation (M),70098,Heat shock 70 kDa protein 1B OS=Sus scrofa OX=9823 GN=HSPA1B PE=2 SV=1
2,318839,Q71LE2|H33_PIG,180.27,27,27,1.6569E4,5,5,20,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
3,318649,P46410|GLNA_PIG,147.83,3,3,2.3899E4,2,2,19,,42030,Glutamine synthetase OS=Sus scrofa OX=9823 GN=GLUL PE=2 SV=3
5,419909,tr|F1RX37|F1RX37_PIG,145.93,8,8,1.6377E3,4,4,6,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,318301,Q6QAQ1|ACTB_PIG,143.37,18,18,1.5244E4,5,5,13,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
7,320263,P62901|RL31_PIG,130.60,16,16,1.4623E3,2,2,5,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
11,322470,Q2YGT9|RL6_PIG,124.18,9,9,8.1491E2,2,2,3,,32190,60S ribosomal protein L6 OS=Sus scrofa OX=9823 GN=RPL6 PE=1 SV=3
6,318654,P00346|MDHM_PIG,111.49,9,9,2.2624E3,2,2,5,,35603,Malate dehydrogenase  mitochondrial OS=Sus scrofa OX=9823 GN=MDH2 PE=1 SV=2
16,324996,P63053|RL40_PIG,104.55,12,12,5.1551E3,1,1,2,Oxidation (M),14728,Ubiquitin-60S ribosomal protein L40 OS=Sus scrofa OX=9823 GN=UBA52 PE=1 SV=2
16,325008,P0CG68|UBC_PIG,104.55,3,3,5.1551E3,1,1,2,Oxidation (M),59993,Polyubiquitin-C OS=Sus scrofa OX=9823 GN=UBC PE=2 SV=1
8,318528,P20305|GELS_PIG,101.57,3,3,4.343E3,3,3,4,,84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
22,320542,Q9MZ16|VDAC1_PIG,99.64,5,5,1.0756E3,1,1,1,,30727,Voltage-dependent anion-selective channel protein 1 OS=Sus scrofa OX=9823 GN=VDAC1 PE=2 SV=3
14,322576,P29412|EF1B_PIG,98.73,15,15,2.1256E3,2,2,2,,24960,Elongation factor 1-beta OS=Sus scrofa OX=9823 GN=EEF1B PE=1 SV=1
17,318305,P27917|APOC3_PIG,93.36,18,18,2.3781E2,1,1,2,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
13,320476,P19620|ANXA2_PIG,86.54,6,6,2.5494E2,2,2,2,,38542,Annexin A2 OS=Sus scrofa OX=9823 GN=ANXA2 PE=1 SV=4
18,318804,P67985|RL22_PIG,83.94,11,11,6.2693E2,1,1,2,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
23,318515,Q29099|PTBP1_PIG,81.12,3,3,2.4828E2,1,1,1,,59694,Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2
27,320663,Q9MYT8|ATP5I_PIG,77.41,25,25,0,1,1,1,,8232,ATP synthase subunit e  mitochondrial OS=Sus scrofa OX=9823 GN=ATP5ME PE=1 SV=4
12,322396,P63221|RS21_PIG,76.37,13,13,7.0513E2,1,1,3,,9111,40S ribosomal protein S21 OS=Sus scrofa OX=9823 GN=RPS21 PE=1 SV=1
28,320544,P80928|MIF_PIG,73.07,9,9,7.6517E2,1,1,1,,12451,Macrophage migration inhibitory factor OS=Sus scrofa OX=9823 GN=MIF PE=1 SV=3
29,318380,P50390|TTHY_PIG,67.42,11,11,6.3347E2,1,1,1,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
21,319487,Q1KYT0|ENOB_PIG,61.02,4,4,2.6593E2,1,1,1,,47130,Beta-enolase OS=Sus scrofa OX=9823 GN=ENO3 PE=2 SV=1
30,318677,O19084|CDSN_PIG,58.36,5,5,2.9712E2,1,1,1,,21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
15,318386,P62936|PPIA_PIG,57.61,8,8,2.4467E2,1,1,2,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
31,319719,Q29558|MAOX_PIG,53.82,2,2,1.5644E2,1,1,1,,62006,NADP-dependent malic enzyme (Fragment) OS=Sus scrofa OX=9823 GN=ME1 PE=2 SV=1
25,318810,Q29308|RS19_PIG,53.39,9,9,0,1,1,1,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
24,318313,P19619|ANXA1_PIG,53.22,3,3,8.9958E2,1,1,1,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
26,320063,P08835|ALBU_PIG,51.93,3,3,5.7253E2,1,1,1,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
19,318557,P62802|H4_PIG,48.48,14,14,1.7157E3,1,1,1,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
32,318895,Q29593|TALDO_PIG,48.40,3,3,1.496E2,1,1,1,Oxidation (M),37418,Transaldolase OS=Sus scrofa OX=9823 GN=TALDO1 PE=2 SV=2
20,318450,A7LCJ3|SN_PIG,45.16,2,2,0,1,1,1,,184910,Sialoadhesin OS=Sus scrofa OX=9823 GN=SIGLEC1 PE=1 SV=1
