Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 3,Area Sample 3,#Peptides,#Unique,#Spec Sample 3,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,441.86,34,34,5.999E6,249,249,1400,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
4,13,P27917|APOC3_PIG,416.82,73,73,2.4112E6,106,106,728,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,2,P01965|HBA_PIG,412.07,92,92,5.9348E6,184,184,1220,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
8,9,P02067|HBB_PIG,388.57,77,77,1.6122E6,112,112,371,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
6,5,P18648|APOA1_PIG,370.94,80,80,1.1708E6,132,132,435,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
7,6,tr|F1RX37|F1RX37_PIG,359.54,8,8,1.9945E6,54,54,382,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,7,P51524|PF11_PIG,318.33,52,52,5.8535E6,91,53,1056,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
5,12,P80054|PR39_PIG,290.75,47,47,7.151E5,63,25,500,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
10,77,Q95274|TYB4_PIG,280.22,95,95,1.1459E6,36,35,134,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
9,700,P80272|HMGN2_PIG,279.95,83,83,2.8854E5,30,30,146,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
11,15,P19619|ANXA1_PIG,260.80,10,10,2.3032E5,21,21,118,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
12,3,Q6QAQ1|ACTB_PIG,249.72,41,41,6.2114E4,56,18,108,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
22,33,P08835|ALBU_PIG,247.48,24,24,6.301E4,20,20,33,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
13,24,P29700|FETUA_PIG,238.27,26,26,1.1438E5,24,24,102,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
15,11,P68137|ACTS_PIG,228.69,27,27,1.1191E3,40,2,83,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
21,14,P00355|G3P_PIG,211.47,31,31,8.2458E4,18,18,35,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
16,60,P09571|TRFE_PIG,208.52,12,12,7.0715E4,17,13,52,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
17,4,P02543|VIME_PIG,204.38,22,22,5.7404E4,29,29,49,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
18,10,Q19AZ8|THRB_PIG,193.73,15,15,9.5234E4,21,21,48,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
20,31,P18650|APOE_PIG,180.13,23,23,6.1175E4,15,15,35,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
14,27,P01025|CO3_PIG,165.55,4,4,1.5646E5,17,17,94,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
19,489,P17741|HMGB2_PIG,156.96,26,26,5.4618E4,18,18,38,Oxidation (M),24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
26,46,P14632|TRFL_PIG,155.60,8,8,1.5168E3,9,5,20,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
30,29,Q767L7|TBB5_PIG,152.48,8,8,8.957E3,7,7,11,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
24,2612,P21753|TYB10_PIG,151.99,55,55,1.119E5,10,9,30,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
25,61,P06348|H1T_PIG,146.17,22,22,2.7237E4,12,12,21,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
29,56,P10668|COF1_PIG,143.00,29,29,2.4238E4,7,7,14,Oxidation (M),18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
23,48,Q8SPS7|HPT_PIG,138.51,8,8,1.7445E5,5,5,32,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
34,26,P0DSO0|SAA2_PIG,109.92,40,40,5.3083E3,5,5,7,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
