Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 59,Area Sample 59,#Peptides,#Unique,#Spec Sample 59,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,584.09,48,48,9.785E6,382,382,2149,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
4,6,tr|F1RX37|F1RX37_PIG,493.27,16,16,4.2989E6,94,94,853,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
6,13,P27917|APOC3_PIG,445.46,72,72,1.642E6,85,85,559,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,5,P18648|APOA1_PIG,433.45,81,81,1.2752E6,148,148,619,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
2,7,P51524|PF11_PIG,415.42,66,66,7.2458E6,141,85,1785,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
3,12,P80054|PR39_PIG,378.87,51,51,9.9586E5,80,24,944,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
8,3,Q6QAQ1|ACTB_PIG,333.37,59,59,8.1548E4,103,40,183,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
10,700,P80272|HMGN2_PIG,319.57,62,62,2.5599E5,32,32,153,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
11,15,P19619|ANXA1_PIG,316.73,24,24,2.8503E5,32,32,140,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
9,77,Q95274|TYB4_PIG,304.07,95,95,1.0013E6,40,39,174,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
7,61,P06348|H1T_PIG,287.78,27,27,3.3001E5,45,45,193,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
12,11,P68137|ACTS_PIG,287.21,41,41,1.2518E3,66,3,123,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
