Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 52,Area Sample 52,#Peptides,#Unique,#Spec Sample 52,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,642.17,56,56,1.7744E7,768,768,3092,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,6,tr|F1RX37|F1RX37_PIG,497.66,32,32,1.219E7,155,155,1398,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
6,13,P27917|APOC3_PIG,441.31,79,79,2.2255E6,106,106,423,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
7,5,P18648|APOA1_PIG,434.11,82,82,1.6663E6,125,125,409,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
3,7,P51524|PF11_PIG,392.73,67,67,5.2643E5,132,4,1117,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
8,26,P0DSO0|SAA2_PIG,391.70,84,84,9.3283E5,116,116,345,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
4,8,P51525|PF12_PIG,390.72,63,63,8.4462E2,129,1,1058,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
9,3,Q6QAQ1|ACTB_PIG,376.91,70,70,2.4713E5,148,68,244,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
10,2,P01965|HBA_PIG,349.25,93,93,1.734E5,88,88,159,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
5,12,P80054|PR39_PIG,339.17,55,55,3.6382E5,66,22,436,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
20,15,P19619|ANXA1_PIG,335.29,21,21,2.8994E5,39,39,85,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
13,11,P68137|ACTS_PIG,318.98,51,51,3.8609E3,80,2,130,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
11,23,P49930|PMP23_PIG,317.89,46,46,1.3708E3,47,3,155,,17486,Antibacterial peptide PMAP-23 OS=Sus scrofa OX=9823 GN=PMAP23 PE=2 SV=1
17,84,P62936|PPIA_PIG,313.90,59,59,1.6937E5,42,42,90,Oxidation (M),17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
16,10,Q19AZ8|THRB_PIG,312.18,21,21,2.9224E5,44,44,99,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
21,14,P00355|G3P_PIG,299.47,65,65,1.8523E5,48,48,81,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
14,24,P29700|FETUA_PIG,292.00,24,24,2.66E5,35,35,124,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
19,4,P02543|VIME_PIG,287.78,41,41,1.1509E5,56,56,85,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
24,9,P02067|HBB_PIG,286.95,55,55,7.3619E4,29,29,54,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
18,31,P18650|APOE_PIG,283.62,51,51,1.6307E5,35,35,86,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
