Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 12,Area Sample 12,#Peptides,#Unique,#Spec Sample 12,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,721.90,53,53,1.1544E7,594,594,2563,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,13,P27917|APOC3_PIG,628.20,79,79,8.7007E6,171,171,988,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,2,P01965|HBA_PIG,618.42,97,97,2.7138E6,295,295,1047,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
6,6,tr|F1RX37|F1RX37_PIG,546.23,43,43,8.6567E6,121,121,793,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
10,5,P18648|APOA1_PIG,528.61,83,83,1.1748E6,106,106,310,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
4,7,P51524|PF11_PIG,480.83,67,67,5.809E6,133,67,986,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
11,9,P02067|HBB_PIG,472.83,76,76,5.6289E5,82,82,222,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
5,12,P80054|PR39_PIG,448.30,53,53,1.0067E6,85,26,816,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
12,3,Q6QAQ1|ACTB_PIG,439.26,61,61,3.5092E5,111,111,205,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
7,30,P49932|PMP37_PIG,434.04,53,53,9.8309E3,70,4,342,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
