Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 51,Area Sample 51,#Peptides,#Unique,#Spec Sample 51,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,505.89,49,49,7.5089E6,322,322,1210,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
4,13,P27917|APOC3_PIG,472.37,79,79,3.3641E6,150,150,655,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,2,P01965|HBA_PIG,442.81,97,97,6.6236E5,213,213,546,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
2,6,tr|F1RX37|F1RX37_PIG,429.41,25,25,5.8683E6,102,102,886,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
6,5,P18648|APOA1_PIG,372.12,73,73,4.9199E5,84,84,201,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
7,3,Q6QAQ1|ACTB_PIG,363.41,67,67,1.5799E5,107,107,170,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
3,7,P51524|PF11_PIG,354.05,64,64,8.6124E6,101,69,763,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
9,9,P02067|HBB_PIG,347.54,62,62,1.9495E5,60,60,143,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
11,15,P19619|ANXA1_PIG,339.76,16,16,2.0014E5,41,41,92,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
10,26,P0DSO0|SAA2_PIG,323.05,78,78,1.2688E5,53,53,121,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
8,12,P80054|PR39_PIG,284.53,36,36,6.2408E4,41,9,150,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
17,31,P18650|APOE_PIG,267.78,26,26,6.2069E4,25,25,51,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
15,10,Q19AZ8|THRB_PIG,265.41,18,18,9.2253E4,29,29,58,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
16,4,P02543|VIME_PIG,250.53,29,29,3.4584E4,40,40,56,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
18,77,Q95274|TYB4_PIG,233.44,66,66,8.2488E4,20,19,38,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
19,14,P00355|G3P_PIG,229.74,38,38,4.122E4,22,22,28,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
14,27,P01025|CO3_PIG,222.70,7,7,6.1697E4,27,27,57,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
13,24,P29700|FETUA_PIG,222.22,23,23,7.6538E4,21,21,73,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
20,84,P62936|PPIA_PIG,215.04,32,32,3.1747E4,12,12,28,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
21,700,P80272|HMGN2_PIG,214.02,80,80,3.0947E4,13,13,24,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
12,61,P06348|H1T_PIG,212.65,29,29,1.5642E5,18,18,77,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
28,38,Q3BDI7|DSG1_PIG,203.68,4,4,7.1191E3,11,11,13,Oxidation (M),113318,Desmoglein-1 OS=Sus scrofa OX=9823 GN=DSG1 PE=2 SV=1
24,697,P62901|RL31_PIG,185.46,33,33,8.8732E3,8,8,16,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
25,81,O19084|CDSN_PIG,183.39,35,35,7.2091E3,12,12,15,Oxidation (M),21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
29,59,P06867|PLMN_PIG,169.98,3,3,9.0289E3,7,7,13,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
26,33,P08835|ALBU_PIG,154.70,11,11,8.0185E3,10,10,15,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
37,302,P80015|CAP7_PIG,147.61,11,11,3.9202E3,6,6,8,,27039,Azurocidin OS=Sus scrofa OX=9823 GN=AZU1 PE=1 SV=2
40,802,P29269|MYL9_PIG,143.74,27,27,5.0536E3,6,6,7,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
36,1861,O46409|APOA4_PIG,137.61,7,7,1.9093E3,5,5,8,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
33,76,Q29308|RS19_PIG,135.51,14,14,5.0744E3,4,4,9,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
38,63,P79263|ITIH4_PIG,133.31,5,5,9.0744E3,5,5,7,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
22,133,Q95JC9|PRP_PIG,131.92,4,4,3.4586E4,6,5,24,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
46,136,P53714|ITB2_PIG,131.05,6,6,4.3999E3,5,5,5,Oxidation (M),84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
31,29,Q767L7|TBB5_PIG,129.81,14,14,1.4575E3,4,4,10,,49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
34,715,P02725|GLPA_PIG,126.58,18,18,8.2116E3,4,4,9,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
44,190,P50390|TTHY_PIG,124.95,11,11,3.6121E3,4,4,6,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
30,40,Q29099|PTBP1_PIG,123.38,4,4,7.9319E3,5,5,12,,59694,Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2
32,2612,P21753|TYB10_PIG,121.90,55,55,2.9934E3,6,5,9,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
54,1705,Q8MJ49|OSTF1_PIG,119.55,17,17,1.4495E3,3,3,3,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
42,56,P10668|COF1_PIG,112.91,22,22,6.7483E2,4,4,6,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
27,47,O97507|FA12_PIG,108.35,2,2,1.1917E5,3,3,14,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
43,82,Q29549|CLUS_PIG,106.70,13,13,3.7698E3,4,4,6,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
50,83,P50447|A1AT_PIG,103.83,4,4,1.7683E3,2,2,3,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
45,48,Q8SPS7|HPT_PIG,102.48,10,10,1.493E3,3,3,5,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
61,185,P02550|TBA1A_PIG,90.51,6,6,1.1688E3,2,2,2,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
61,177,Q2XVP4|TBA1B_PIG,90.51,6,6,1.1688E3,2,2,2,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
52,96,P16469|LOX15_PIG,83.92,4,4,4.4478E3,3,3,3,Oxidation (M),75004,Polyunsaturated fatty acid lipoxygenase ALOX15 OS=Sus scrofa OX=9823 GN=ALOX15 PE=1 SV=3
