Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 29,Area Sample 29,#Peptides,#Unique,#Spec Sample 29,PTM,Avg. Mass,Description
2,2,P01965|HBA_PIG,397.59,97,97,7.4423E6,332,332,1828,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
1,1,tr|F1RX36|F1RX36_PIG,382.88,36,36,8.5422E6,309,309,2092,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,13,P27917|APOC3_PIG,375.17,79,79,4.5913E6,171,171,1507,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
6,9,P02067|HBB_PIG,332.04,84,84,7.7913E5,115,115,325,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
5,6,tr|F1RX37|F1RX37_PIG,327.84,12,12,9.026E6,88,88,930,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
7,5,P18648|APOA1_PIG,278.75,66,66,3.3251E5,80,80,186,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
4,12,P80054|PR39_PIG,254.49,40,40,2.8613E6,68,46,1161,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
10,700,P80272|HMGN2_PIG,216.38,86,86,1.4202E5,26,26,96,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
19,15,P19619|ANXA1_PIG,205.85,5,5,9.9577E4,18,18,40,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
15,10,Q19AZ8|THRB_PIG,205.22,15,15,6.3282E4,29,29,54,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
16,3,Q6QAQ1|ACTB_PIG,203.79,29,29,6.5075E4,33,33,52,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
8,7,P51524|PF11_PIG,197.69,35,35,2.1399E5,30,7,144,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
8,8,P51525|PF12_PIG,197.69,33,33,2.1399E5,30,7,144,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
