Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 26,Area Sample 26,#Peptides,#Unique,#Spec Sample 26,PTM,Avg. Mass,Description
3,13,P27917|APOC3_PIG,557.49,79,79,2.2205E6,147,147,1139,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
1,1,tr|F1RX36|F1RX36_PIG,527.91,34,34,3.2315E6,230,230,1538,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,2,P01965|HBA_PIG,486.65,97,97,3.2613E6,179,179,1155,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
5,6,tr|F1RX37|F1RX37_PIG,405.65,13,13,3.9448E6,62,62,793,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
8,9,P02067|HBB_PIG,384.40,60,60,1.8093E5,44,44,103,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
4,7,P51524|PF11_PIG,356.39,57,57,3.1294E6,97,69,1086,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
11,5,P18648|APOA1_PIG,310.05,34,34,6.2621E4,22,22,74,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
6,12,P80054|PR39_PIG,307.93,40,40,7.787E5,50,21,548,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
10,700,P80272|HMGN2_PIG,276.82,93,93,1.3823E5,21,21,82,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
7,23,P49930|PMP23_PIG,271.13,27,27,0,29,1,192,,17486,Antibacterial peptide PMAP-23 OS=Sus scrofa OX=9823 GN=PMAP23 PE=2 SV=1
14,3,Q6QAQ1|ACTB_PIG,256.98,29,29,1.2814E4,24,24,37,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
15,61,P06348|H1T_PIG,227.43,22,22,5.7414E4,20,20,37,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
17,26,P0DSO0|SAA2_PIG,214.67,43,43,1.6933E4,16,16,28,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
18,15,P19619|ANXA1_PIG,211.32,7,7,1.8332E4,8,8,20,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
16,10,Q19AZ8|THRB_PIG,209.83,13,13,4.8953E4,14,14,33,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
9,27,P01025|CO3_PIG,199.99,5,5,2.6682E5,17,17,86,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
12,77,Q95274|TYB4_PIG,164.11,61,61,1.6416E5,9,9,49,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
21,33,P08835|ALBU_PIG,153.38,7,7,1.2603E4,6,6,13,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
13,48,Q8SPS7|HPT_PIG,149.75,10,10,1.7896E5,5,5,48,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
23,4,P02543|VIME_PIG,146.99,10,10,3.3412E3,7,7,8,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
19,24,P29700|FETUA_PIG,133.26,15,15,2.4473E4,10,10,18,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
25,31,P18650|APOE_PIG,123.77,10,10,3.2176E3,4,4,6,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
24,489,P17741|HMGB2_PIG,106.28,20,20,8.7768E2,6,5,8,,24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
52,715,P02725|GLPA_PIG,88.78,18,18,1.6225E2,1,1,1,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
33,286,P48819|VTNC_PIG,84.05,3,3,1.7344E3,1,1,3,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
31,29,Q767L7|TBB5_PIG,77.75,4,4,1.6021E2,1,1,3,,49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
32,63,P79263|ITIH4_PIG,72.53,4,4,9.1103E4,3,3,3,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
47,14,P00355|G3P_PIG,65.47,4,4,1.8384E3,1,1,1,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
29,16,P62802|H4_PIG,60.13,23,23,3.9918E3,2,2,4,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
27,34,A5D9M6|BAG6_PIG,59.80,1,1,8.3152E2,2,2,4,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
27,39,P0DW16|RBM20_PIG,59.80,1,1,8.3152E2,2,2,4,,133295,RNA-binding protein 20 OS=Sus scrofa OX=9823 GN=RBM20 PE=1 SV=1
27,70,O62651|WT1_PIG,59.80,2,2,8.3152E2,2,2,4,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
27,97,P08001|ACRO_PIG,59.80,2,2,8.3152E2,2,2,4,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
27,65,Q9BEA8|TNFL6_PIG,59.80,3,3,8.3152E2,2,2,4,,31756,Tumor necrosis factor ligand superfamily member 6 OS=Sus scrofa OX=9823 GN=FASLG PE=2 SV=1
34,1882,P12682|HMGB1_PIG,59.61,12,12,0,2,1,3,,24917,High mobility group protein B1 OS=Sus scrofa OX=9823 GN=HMGB1 PE=1 SV=3
68,280,P67985|RL22_PIG,59.20,11,11,2.0854E2,1,1,1,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
38,2612,P21753|TYB10_PIG,58.76,50,50,7.4593E3,1,1,2,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
67,1705,Q8MJ49|OSTF1_PIG,55.91,7,7,2.4278E2,1,1,1,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
48,640,Q29052|ITIH1_PIG,55.00,1,1,1.0536E3,1,1,1,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
26,2614,P50828|HEMO_PIG,54.39,2,2,1.914E3,2,2,5,,51306,Hemopexin OS=Sus scrofa OX=9823 GN=HPX PE=1 SV=1
30,50,Q6R2V0|WNK1_PIG,54.11,1,1,0,2,1,3,,248973,Serine/threonine-protein kinase WNK1 OS=Sus scrofa OX=9823 GN=WNK1 PE=2 SV=3
56,699,Q71LE2|H33_PIG,52.30,11,11,1.3726E3,1,1,1,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
35,910,P49874|SFTPA_PIG,50.49,6,6,3.213E3,2,2,2,Oxidation (M),26702,Pulmonary surfactant-associated protein A OS=Sus scrofa OX=9823 GN=SFTPA1 PE=2 SV=1
55,766,Q9GLP2|PROC_PIG,43.64,3,3,5.3357E2,1,1,1,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
22,47,O97507|FA12_PIG,39.27,2,2,1.7517E4,1,1,9,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
39,2862,P43030|CXCL7_PIG,38.61,11,11,3.8656E2,1,1,2,Oxidation (M),12615,Platelet basic protein OS=Sus scrofa OX=9823 GN=PPBP PE=1 SV=1
59,189,Q8SQ26|CRYL1_PIG,38.21,9,9,6.7014E3,1,1,1,,35128,Lambda-crystallin homolog OS=Sus scrofa OX=9823 GN=CRYL1 PE=2 SV=3
62,593,O02668|ITIH2_PIG,37.70,2,2,2.5427E2,1,1,1,,104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
63,2618,P18175|INVO_PIG,37.70,7,7,0,1,1,1,,41408,Involucrin OS=Sus scrofa OX=9823 GN=IVL PE=2 SV=1
50,339,Q9GL51|LIS1_PIG,36.91,4,4,0,1,1,1,,46654,Platelet-activating factor acetylhydrolase IB subunit alpha OS=Sus scrofa OX=9823 GN=PAFAH1B1 PE=2 SV=3
69,5200,P59083|PHP14_PIG,35.30,11,11,0,1,1,1,,13932,14 kDa phosphohistidine phosphatase OS=Sus scrofa OX=9823 GN=PHPT1 PE=1 SV=2
45,88,Q767L8|MDC1_PIG,34.70,0,0,0,1,1,1,,217915,Mediator of DNA damage checkpoint protein 1 OS=Sus scrofa OX=9823 GN=MDC1 PE=3 SV=1
60,230,P04087|INHA_PIG,34.62,4,4,1.2636E3,1,1,1,,39190,Inhibin alpha chain OS=Sus scrofa OX=9823 GN=INHA PE=1 SV=2
54,136,P53714|ITB2_PIG,34.49,2,2,1.1549E2,1,1,1,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
49,167,P09623|DLDH_PIG,34.22,3,3,6.1977E3,1,1,1,,54185,Dihydrolipoyl dehydrogenase  mitochondrial OS=Sus scrofa OX=9823 GN=DLD PE=1 SV=1
57,59,P06867|PLMN_PIG,33.81,1,1,8.3908E2,1,1,1,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
43,72,F1RWC3|CUBN_PIG,33.79,0,0,0,1,1,1,,397368,Cubilin OS=Sus scrofa OX=9823 GN=CUBN PE=1 SV=3
44,1426,Q767M0|PPR18_PIG,33.55,1,1,0,1,1,1,,67962,Phostensin OS=Sus scrofa OX=9823 GN=PPP1R18 PE=3 SV=1
